,id,superficie,cubierta,precio,piso,expensas,descripcion,ambientes,pileta,seguridad,parrilla,balcon,cochera,geometry,dist_comisarias,dist_subte,dist_trenes,dist_metrobus,antiguedad
8730,57154,174.0,140.0,4712.64367816092,,,"Excelente Duplex con balcones terraza. Planta principal piso 9 Gran Living comedor con balcon aterrazado corrido al frente. Mucha luz y sol. Cocina con barra americana desayunador Semiintegrada al comedor. (todos los muebles, pisos, marmol se cambiaron).-piso 10. Muy buen acceso por escalera 3 Dormitorios (Principal Master Suite con Vestidor) otros 2 dormitorios con placard de muy buen tamaño que dan al balcon corrido aterrazado. (El Edificio cuenta con Gym, SUM y Laundry).- Excelente Inversion.",4,0,0,0,1,0,POINT (-58.4232966 -34.57114960000001),1294.4921516484765,836.6467414823683,93.9087828857865,772.4189519631999,usado
8732,57163,37.0,37.0,3500.0,,,Próximo a avenida Santa Fe-Boulevard Charcas-avenida Córdoba-Shopping Alto Palermo-subte linea D-Universidad de Palermo-Alto-luminoso-cocina y lavadero independientes-baulera-VENTA CON RENTA.,2,0,0,0,0,0,POINT (-58.41397206649999 -34.5932995904),643.1553870621586,613.0064403467909,1794.3121608858185,1592.4780722317053,usado
8735,57177,70.0,70.0,6000.0,,,"TORRE LAS PLAZAS- COMPLEJO DE CATEGORÍA- AMPLIO LIVING COMEDOR- COCINA INDEPENDIENTE CON OFFICE- LAVADERO INCORPORADO- TOILETTE DE RECEPCIÓN- DORMITORIO CON PLACARD- SEGUNDO DORMITORIO CON VESTIDOR- BAÑO COMPLETO- BALCÓN AL FRENTE- SÚPER LUMINOSO- IMPECABLE ESTADO.- COCHERA FIJA CUBIERTA Y BAULERA.-AMENITIES: PISCINA CLIMATIZADA EN LAS 2 TORRES 8° PISO- SOLARIUM - SALÓN DE USOS MÚLTIPLES - SAUNA - GIMNASIO  LAUNDRY - SALÓN PLANCHADO.-La publicación de este inmueble es a solo título informativo, pues la venta de la propiedad está supeditada a que el propietario cumplimente el trámite ante la AFIP para la obtención del Número de COTI correspondiente CONSÚLTENOS- SUCURSAL PALERMO- ",3,1,0,0,1,1,POINT (-58.4072618 -34.5802441),597.8945687681947,960.789089141026,884.8268750318753,1373.9014462446385,usado
8736,57178,70.0,70.0,6000.0,,,"TORRE LAS PLAZAS- COMPLEJO DE CATEGORÍA- AMPLIO LIVING COMEDOR- COCINA INDEPENDIENTE CON OFFICE- LAVADERO INCORPORADO- TOILETTE DE RECEPCIÓN- DORMITORIO CON PLACARD- SEGUNDO DORMITORIO CON VESTIDOR- BAÑO COMPLETO- BALCÓN AL FRENTE- SÚPER LUMINOSO- IMPECABLE ESTADO.- COCHERA FIJA CUBIERTA Y BAULERA.-AMENITIES: PISCINA CLIMATIZADA EN LAS 2 TORRES 8° PISO- SOLARIUM - SALÓN DE USOS MÚLTIPLES - SAUNA - GIMNASIO  LAUNDRY - SALÓN PLANCHADO.-La publicación de este inmueble es a solo título informativo, pues la venta de la propiedad está supeditada a que el propietario cumplimente el trámite ante la AFIP para la obtención del Número de COTI correspondiente CONSÚLTENOS- SUCURSAL IMPRENTA- ",3,1,0,0,1,1,POINT (-58.4072618 -34.5802441),597.8945687681947,960.789089141026,884.8268750318753,1373.9014462446385,usado
8738,57197,150.0,132.0,5333.333333333333,,,"CONTACTO: ANA 11-Excelente departamento de 4 ambientes de 150 m2 totales al Cfte. a pulmón de manzana, 2 cocheras fijas y amenities, en Emprendimiento de Mario Roberto Alvarez, denominado BOULEVARD O, en la reconocida zona de Las Cañitas. Comprende: Hall de entrada, LC con salida a balcón, toilette de recepción, cocina/comedor diarios independiente, lavadero incorporado, 3 dormitorios (principal en suite con vestidor), 2 dormitorios comparten baño completo, dependencia de servicio. Posesión: Fines de 2017.Descripción del edificio:AMENITIES:- Piscina climatizada- Gym- SUM con terraza- SUM en PB- 64 cocheras- Sauna con espacio de relax- Bauleras- Cocheras de cortesía- Vigilancia 24 hs- Control de acceso- Wi-FI1° y 2º SUBSUELOCocherasLaundryPLANTA BAJAHall de acceso al EdificioRecepciónSUMOfficeCocheras1.Carpintería Exterior: Aluar A 30 + hojas de aluminio anodizado / color y vidrios de 4/6 mm. 1.Puertas Interiores: Puertas interiores y de entrada, serán tipo placa labradas. Puertas de placares colocadas. 1.Pisos: Cocina-comedor diario llevará solados de porcellanato. Baños, balcones y dependencias de servicio en porcellanato. Los estar-comedor y dormitorios estarán preparados con la carpeta necesaria para recibir piso de madera y los zócalos correspondientes. 1.Yesería: Todos los ambientes interiores llevaran enlucido de yeso en muros y cielorrasos. Los estar-comedor y dormitorios llevarán buñas perimetrales en cielorrasos. Los baños llevaran cielorraso y faja perimetral de yeso. 1.Pintura: Las paredes se entregaran con sellador y 2 manos de látex. 1.Herrajes: Serán de bronce platil. 1.Artefactos sanitarios y grifería: Los baños llevarán artefactos sanitarios marca ROCA, FERRUM o similar. Los baños llevarán mesada de granito ó mármol. La grifería será del tipo monocomando marca FV, ROCA ó similar. El baño principal llevará Bañera con Hidromasaje. 1.Calefacción / Agua Caliente: La calefacción será por sistema de PISO RADIANTE. Tanto el agua caliente sanitaria, como el agua caliente del sistema de calefacción, serán suministradas por caldera individual. La distribución de agua fría y caliente será por termofusión. 1.Cocinas: Los muebles serán bajo y sobre mesada, en aglomerado enchapado en melamina. Las mesadas serán en granito 20mm de espesor. La grifería será cromada monocomando marca FV, ROCA ó similar. Las cocinas serán de marca “ARISTON”, “LONGVIE”, ó similar. 1.Instalación eléctrica, telefónica y TV: Se ajustará a las normas del G.C.B.A; Edesur / Edenor y Telefónica / Telecom. Cada unidad se entregará con su instalación de electricidad / Tel / TV completa, con llaves y tomas con sus respectivas tapas y disyuntores, de primera calidad. ",4,1,1,0,1,1,POINT (-58.4376034 -34.56439520000001),996.5643842877063,899.2397051260145,259.6724182341314,879.2078224372885,usado
8739,57200,45.0,45.0,2333.333333333333,1.0,,Corredor Responsable: Uno Bienes Raices SRL - CUCICBA 4993Contacto: Santiago Esteguy - MLS ID # 420491049-9Muy cómodo 2 ambientes con Patio en Colegiales a metros de Av. Cabildo. Cercano a todos los medios de transporte y de fácil acceso.  Subte D a 2 cuadras (Est Carranza) Tren Linea Mitre a 2 cuadras (Est Carranza) Metrobus corredor Norte  IDEAL PRIMER VIVIENDA O INVERSIÓN  APTO CRÉDITO!   MUESTRA A PARTIR DEL 15/09  No lo dejes pasar!,2,0,0,0,0,0,POINT (-58.43921899999999 -34.574111),92.23632929935756,403.65897126499686,432.74551129213984,218.33774496278443,usado
8750,57244,95.0,95.0,2684.2105263157896,,,"Corredor Responsable: Laura Avellaneda - CUCICBA 4054Contacto: Laura Verónica Bilej - MLS ID # 420571006-22EXCLUSIVO PISO EN VENTA, ESTRATÉGICAMENTE UBICADO SOBRE AV. CORONEL DÍAZ, (casi BV. CHARCAS), PALERMO.  Departamento de 3 ambientes, más dependencia, con cocina separada, de ambientes muy cómodos. El edificio consta de 8 pisos, por ascensor, todos con Palier Privado.  Al ingresar, el Hall de recepción distribuye hacia la Cocina o al Living-Comedor. Dos dormitorios. Ambos con iluminación y ventilación natural. Múltiples espacio de guardado.  El dormitorio principal, es muy amplio y cómodo, con luz natural, muy tranquilo. Con placard de dimensiones generosas, e interiores muy bien distribuídos.   Baño completo, con mucho espacio de guardado y de uso. Hidromasaje.  Cocina totalmente remodelada, muy amplia; muebles bajo y sobre-mesada con mucho espacio de guardado. Posee grandes ventanales, que aportan luz natural y ventilación al ambiente.  Habitación de servicio, con espacio de toilette/lavadero. Agua caliente por termotanque. Equipos de aire frío/calor. Calefactor. Expensas: $3000 (aprox.).  Ubicado en el corazón de Palermo, sobre Avenida Coronel Díaz, casi esquina Bv. Charcas.  Cercano a Avenida Santa Fé. Alto Palermo Shopping. Y numerosos medios de transporte: Metrobus; subte D; líneas: 12, 15, 17, 37, 39, 41, 55, 57, 60, 68, 92, 93, 95.  No es apto crédito. NO TE LO PIERDAS!!. COORDINÁ UNA VISITA HOY!!.",3,0,0,0,0,0,POINT (-58.412238 -34.591454),533.8970159902698,367.22893761709724,1938.575157904123,1506.84301410864,usado
8752,57254,68.0,68.0,2467.6470588235293,1.0,,"Corredor Responsable: Laura H. Zarate - CUCICBA 6602Contacto: Vanina Scarpati - MLS ID # 420591003-55Departamento de 3 ambientes con lavadero. Ubicado en el primer piso al frente. Gran cocina, reciclada y semi integrada al living con mucho espacio de guardado bajo y sobremesada. Lavadero independiente. Dos amplios dormitorios, uno al frente y el otro al pulmón del edificio. Grandes placares en los dormitorios. Baño completo que fue reciclado hace 6 años. Balcón con cerramiento y doble vidrio que hace al departamento muy silencioso. Aire acondicionado en los 3 ambientes. Calefacción por tiro balanceado. El departamento está en muy buen estado y el edificio muy cuidado. Expensas $2.500, ABL $393. APTO CREDITO!!!!! Disponible para entrar YA!!!! No necesita reubicación!!! La zona es muy linda, rodeada de bares y restaurantes, cercana a zona de universidades  con muy buen acceso al transporte publico lineas 34, 39, 55, 93, 108, 111, 140, 151, 166, 168, Metrobus. Llamame y agendamos visita!!! 155 478-5493 ",3,0,0,0,1,0,POINT (-58.43618499999999 -34.588573),896.2942178149899,1101.518377199693,1098.20173806154,378.60337818342214,usado
8758,57269,63.0,63.0,3571.4285714285716,2.0,,"Corredor Responsable: Veronica Grela Reina - CUCICBA 4731Contacto: Carina Sayegh - MLS ID # 420671002-41Veronica Grela Reina  CUCICBA 4731  Todas las Propiedades que figuran en mi perfil se encuentran a  cargo del profesional matriculado de la oficina, la intermediación y la conclusión de las operaciones serán llevadas exclusivamente por el. DESCRIPCION: Coqueto y luminoso departamento de tres ambientes al Frente. Dormitorio principal con vestidor Segundo dormitorio amplio con placard  Còmodo pasillo de distribución Baño completo. Cocina integrada al living  Balcón aterrazado con cerramiento de primera calidad de vidrio plegable. Palier Privado. Pileta de natación ubicada en el ultimo piso con gran vista y Parrilla. Expensas: 3900 aprox     ",3,1,0,1,1,0,POINT (-58.424614 -34.577483),693.6817785910722,144.8858740504827,207.84124764911832,160.49138179957484,usado
8772,57435,76.0,76.0,2868.421052631579,7.0,,"Corredor Responsable: M. DE LOS ANGELES VERONELLI  - CUCICBA 5783Contacto: Maximiliano Sitz - MLS ID # 420901010-1ÚNICO. Departamento de dos ambientes en piso alto, ubicado en el mejor lugar de Las Cañitas. Soldado de la Independencia entre Maure y Jorge Newbery. Vista a la copa de los arboles. Súper Silencioso. Disposición: Frente. Orientación: Este-Norte-oeste. Por su tipología y contando con la terraza y parrila propia de 29 m2 cuenta con luz natural y sol todo el día en todos los ambientes. Posee living comedor, cocina con espacio para comedor diario y lavadero, baño completo con ventana al exterior, dormitorio de buena dimensión con placard y salida a la terraza. Calefacción central. El edificio no posee cocheras. Se puede alquilar a 30 mts.  Expensas $2900.  ABL $400. Apto Profesional.  Venta condicionada a reubicación. Contactame para mayor información ",2,0,0,1,0,1,POINT (-58.4364809 -34.566357),803.9216248472737,853.7782022706731,426.2413222425554,744.5732698744213,usado
8777,57482,50.0,50.0,2620.0,10.0,,"Corredor Responsable: Jorge Salafia - CUCICBA 5666Contacto: Andrea Butty - MLS ID # 420211115-48DEPTO DUPLEX 2 AMB A ESTRENAR PA: cocina semi integrada con barra de granito al igual que la mesada, anafe a gas y horno electrico de acero inoxidable separados marca Longvie. Espacio para lavarropas y mueble oculta heladera. Bacha de acero con griferia mono comando, muebles de melanina bajo y sobre mesada . Servicios individuales, termotanque electrico. Pisos de Porcelanato al igual que los revestimientos de pared. Toilete. Ventanal a balcon con baranda de acero inoxidable y vidrio. Toilette PB: Dormitorio con placar e interiores. Baño completo sanitarios línea Roca, Griferia FV, Revestimientos de porcelanato y venecita, con ventilación al exterior.. instalación para A/C frio calor. Cielo rasos con losa a la vista. SUM en el primer piso del bloque de atrás, con terraza accesible y pileta con solárium en el piso 10° al frente al igual que el Laundry. CONSULTAR POR DEPARTAMENTOS DE 3 AMB. MONOAMBIENTES DIVISIBLES Y COCHERAS DISPONIBLES MARTILLERO RESPONSABLE JORGE SALAFIA CUCICBA 5666 Refiérase a esta propiedad mediante el MLS ID # 420211115-44 Anuncio provisto por RE/MAX Total (V) - Martillero: Jorge Salafia, CUCICBA 5666. - Cada oficina es de propiedad y gestión independiente.",2,1,0,0,1,1,POINT (-58.441812 -34.584918),1057.9548573543725,921.1218716316846,991.4569278306017,649.6033608837976,estrenar
8778,57484,52.0,52.0,6538.461538461538,22.0,,"Corredor Responsable: Juan Carlos Treco - CUCICBA 4037Contacto: Susana Saliche - MLS ID # 420221006-280Torre Astor Piso 22 en esquina con hermosas vistas a la ciudad. Amenities premium, cochera y baulera. Piso de madera en estar, comedor y dormitorio; cerámico de primera calidad en baño y cocina. Cómodo living comedor con salida a balcón y amplios ventanales con vista abierta. Aire acondicionado frío calor.  Cocina semi integrada con barra desayunadora, anafe eléctrico de 4 hornallas y pileta doble. Espacio disponible para conexión de lavarropas. Varios espacios de guardado hechos a medida para un mejor aprovechamiento del espacio.  Baño completo.  Dormitorio con aire acondicionado frío calor. Amplio placard corrido con frente espejado.   Tiene muebles a medida en lugares estratégicos que facilitan el guardado con plus decorativo.   Edificio con ascensor principal y de servicio. Pileta, galería con muebles de madera y telas resistentes al agua, solarium, laundry, zona de baño y duchas de uso común, 2 quinchos con parrillas, gimnasio, plaza con juegos y pileta para niños.  A tan solo 1 cuadra del Shopping Alto Palermo y Parque Las Heras.  Variedad de líneas de colectivo y subte línea D estación Bulnes.   Llamar o escribir mail para concretar visitas.  ",2,1,0,1,1,1,POINT (-58.409441 -34.587178),598.2704914597363,206.65014928794915,1551.425698937473,1377.3429920726846,usado
8779,57485,53.0,53.0,3075.4716981132074,1.0,,"Corredor Responsable: Juan Carlos Treco - CUCICBA 4037Contacto: Marina Carpanelli - MLS ID # 420221080-12Departamento de 2 ambientes (originalmente eran 3 , posibilidad de volver a  armar la habitación faltante) con balcón corrido de 7 m2, totalmente reciclado con muy buen gusto y materiales de primera calidad. Instalación eléctrica y caños de gas todo a nuevo. Puerta blindada y rejas en todo el balcón. Piso de parquet original en muy buen estado. El departamento se encuentra en un primer piso con mucho ventanal tanto en el living/comedor como en la habitación lo que lo hace muy luminoso.   Excelente ubicación, a 1 cuadra de Av. Coronel Diaz, a 4 de la Av.Santa Fe y de la estación de subte linea D. ",2,0,0,0,1,0,POINT (-58.41412 -34.592113),513.5051376388649,502.0997345500745,1890.283800034149,1471.1014209133295,estrenar
8790,57594,35.0,35.0,4142.857142857143,,,"Mono-ambiente con salida a balcón al frente de 49,57 m2 totales. baño completo, cocina tipo americana. Pisos de madera flotante. Anafe electrico, Split firio calor. Portero visor. El Emprendimiento Dorrego 2245 se ubica en el Barrio de Palermo de la Capital Federal. Su fachada da muestra de una excelente conjunción entre estilo moderno y tradicional. Su construcción es de hormigón armado, con frente y medianera en revoques texturados tipo Tarquini y balcones aterrazados con baranda vidriada. Todas sus unidades se caracterizan por gozar de gran luminosidad gracias a las vistas francas despejadas y la orientación noroeste del frente. Otra virtud del emprendimiento es su ubicación. Próximo a grandes avenidas como Av. Santa Fe y su continuación Av. Cabildo, Av. Alvarez Thomas y Av. Juan B. Justo. Asimismo, la zona se caracteriza por sus calles arboladas y presencia de plazas que hacen de pulmón verde. || Gastos - Expensas Comunes: $1.239 (Octubre 2016) || Medidas - Balcón: 15.06 m2 - Total: 49.57 m2",1,0,0,0,1,0,POINT (-58.43823195 -34.57732702),450.7094923080404,379.5150225758046,369.6711921265133,583.6587059011282,usado
8797,57693,77.0,77.0,3103.8961038961047,,,"Corredor Responsable: Alejandro Botta - CUCICBA 5922Contacto: Santiago Magnin Gómez - MLS ID # 420391072-37MARTILLERO: ALEJANDRO BOTTA CUCICBA 5922   Departamento de 3amb muy luminoso (orientación NE) y ventilado, en esquina (con vista abierta).   3 baños: completo, toilette de recepción y baño de servicio.   Living comedor de ~7,44 x ~3,37m en esquina (falsa escuadra), hoy integrado con biblioteca (1,95 x 2,86m). Cocina americana, en muy buen estado de conservación general. Lavadero semi-cubierto.  Cochera cubierta.  ¡Ideal para entrar a vivir! ¡En la mejor zona de Palermo!  Expensas de $ 5500/mes; ABL de $ 900/mes; y AySA de $ 800/bimestre.",3,0,0,0,0,1,POINT (-58.43431999999999 -34.57451),445.78421184779563,97.71149325996515,123.57280644929298,527.2369263827826,estrenar
8823,57911,77.0,77.0,3571.4285714285716,,,"JUNIN Y VCTE. LOPEZDepartamento tipo Loft en edificio moderno con techos altos. APTO PROFESIONAL. Primera planta: gran ambiente de recepción con ventanal hacia lateral abierto sobre esquina (Pza. M. Mujica Lainez). Cocina tipo kitchinette, toilette. La segunda planta cuenta con un dormitorio en suite con vestidor.1 Cochera fija. Seguridad 24 hs.L.J.RAMOS BROKERS INMOBILIARIOS  || Gastos - A.B.L.: $376 (MENSUAL) - Expensas Comunes: $4.500 (Abril 2017) || Medidas - 1° Piso: 41.78 m2 - Planta Baja: 35.02 m2 - Total: 76.8 m2",2,0,1,0,0,1,POINT (-58.40489399999999 -34.578518),860.2209673104102,1216.8479708303619,603.2071571088359,1608.204782373782,usado
8829,57964,120.0,88.0,2916.666666666666,,,"PLANTA BAJA CON PINTORESCO  JARDÍN. Excelente ubicación. Muy luminosa. Luz y Sol.  Edificio de estilo con entrada de mármol.Consta de amplio living y comedor con salida a un gran jardín de 30 m2 aprox.  Dos  dormitorios de muy buen tamaño, uno mira a jardín. Dependencia de servicio anexable, actualmente utilizada como escritorio o tercer dormitorio. Baño completo con bañera. Cocina amoblada y equipada, con salida a través a un patio interno semi-cubierto. (propio). Lavadero separado.  Baño de servicio. Los pisos son de parquet. || Gastos - A.B.L.: $860 (ABL) - Expensas Comunes: $3.700 (FEBRERO 2017) || Medidas - Total: 120.21 m2",3,0,0,0,0,0,POINT (-58.4054446 -34.5820672),758.8726552401628,869.7752979106958,881.7416449895778,1547.5655629792363,usado
8835,58008,126.0,126.0,2579.3650793650795,,,"SEMIPISO  CON VISTA AL JARDÍN BOTÁNICO. Techos altos.  Consta de; Palier privado; living apaisado con salida a balcón corrido; aterrazado.-Comedor. Escritorio o tercer dormitorio, separado por puertas corredizas. Hall de distribución con placares para guardado/ropa blanca.  Dos dormitorios; principal de muy buen tamaño con placard y vista al frente. Dos baños completos. (El baño principal con bañera y ventana a exterior, fue reciclado; el segundo baño con ducha). Segundo dormitorio mira al aire y luz. El área de servicio; compuesta por una amplia cocina con espacio para comedor diario. Lavadero separado. Doble dependencia de servicio. (Actualmente unidas). Encargado de 7 a 12 hs y de 17 a 20 hs.La planta tiene muy buena luminosidad en todos los ambientes que miran al exterior.Los pisos de la recepción y los dormitorios son de madera Roble parquet, se encuentran en excelente estado de conservación. Persiana del living; motorizada. Baulera.L.J.RAMOS BROKERS INMOBILIARIOS  || Gastos - A.B.L.: $884 (FEBRERO 2017) - Expensas Comunes: $7.461 (FEBRERO 2017) || Medidas - Total: 126.39 m2",4,0,0,0,1,0,POINT (-58.416645 -34.5845134),363.08887388262224,95.31007896067958,1124.6373609862287,666.2434727979911,usado
8836,58012,135.0,116.0,3548.1481481481487,,,Muy buen departamento lleno de sol con vista a el Botanico . Semipiso. Living. Comedor. 3 dormitorio(s) 3 con placard. 1 baño(s).Habitación de servicio. 1 cochera(s). En torre. Al frente. S/av. principal.  Luminoso.  Muy buen entorno. ,6,0,0,0,0,1,POINT (-58.41482360000001 -34.5815531),111.39268846351447,412.9539252727861,1124.8603990241497,686.240657452344,usado
8839,58051,32.0,27.0,2812.5,,,"Edificio en esquina. ARAOZ Y MANSILLA. LUZ Y SOL, MUY AGRADABLE VISTA A VERDE.MONAMBIENTE.  Living- comedor a amplio balcón al frente. Dormitorio separado por un amplio mueble. Cómoda cocina con ventanas al frente. Baño completo. || Gastos - Expensas Comunes: $1.225 (JUNIO 2017) || Medidas - Total: 32.0 m2",1,0,0,0,1,0,POINT (-58.41892120000001 -34.5880509),276.94955296589416,420.92954997437164,1267.8923586075507,872.9744315550249,usado
8877,58214,37.0,34.0,3729.7297297297296,,,"Hermoso departamento a estrenar, reciclado 100% con diseño moderno y mucha luz en ambos ambientes, tiene 34m2 cubiertos y 3m2 de patio.El departamento cuenta con un dormitorio, placard de piso a techo con interiores, escritorio bajo ventana, baño completo y living comedor con aire acondicionado, cocina incorporada, con barra moderna. Preparado para ubicar lavarropas. Cuenta con patio iluminado, con enredadera artificial verde y deck de pvc, libre de mantenimiento.Sus pisos son de porcelanato de 60x60, las carpinterías son de aluminio negro modena y cortinas roller, y muchos detalles mas de terminaciones. listo para mudarse!Impecable ubicación en el barrio de Las Cañitas a tan sólo dos cuadras de Av. Dorrego, con cercanía al hipódromo argentino de Palermo, el rosedal, y demás centros turísticos de la ciudad. Todas las líneas de colectivo pasan por la puerta y posibilidad de cochera, a 20 metros del edificio.Zuker Servicios Inmobiliarios Sucursal La Imprenta Olleros 1786 , CABA tel. 4-778-9699- rotativas ",2,0,0,0,0,1,POINT (-58.43252560000001 -34.57361599999999),591.0405149176466,286.6362901175392,300.56727302744775,479.030561952014,estrenar
8885,58249,58.0,58.0,3137.9310344827586,,,"Venta - Departamento - Argentina, Buenos Aires, Capital Federal, Palermo Soho - 2 DormitoriosExcelente ubicación, Palermo Soho,a pocas cuadras de Plaza Armenia, cercano a Restaurantes, Bares, tiendas de moda, medios de transportes.El departamento es al frente con Estar comedor con salida a balcón, dos dormitorios, uno al frente con salida al balcón, y otro a aire y luz abierto con todo el sol por la tarde. Cocina con espacio para una mesa pequeña, totalmente alacenada, todo a nuevo!! Espacio para lavarropas. Buenos placards. Pisos de parques. IMPECABLE!. - CUCICBA Mat. 1886",3,0,0,0,1,0,POINT (-58.428464 -34.586276),688.5286457224645,857.8721521175446,880.756235837747,508.7250017666256,estrenar
8897,58309,58.0,58.0,862.0689655172414,,2000.0,dfhgrt6uyhc rftu,4,0,0,0,0,0,POINT (-58.438637 -34.5774285),457.98130776601084,415.7634481085827,407.21465715094894,583.8139607249336,usado
8903,58323,57.0,57.0,2912.280701754386,8.0,,"Corredor Responsable: Maria Cristina Barrionuevo - CUCICBA 6281Contacto: Maria Gabriela Copia - MLS ID # 420011078-157Martillera responsable María Cristina Barrionuevo CUCICBA 6281/ CSI 6047 Ingresamos a la unidad, y a la derecha nos encontramos con un lindo toilette de recepción, luego la cocina americana abierta al living comedor.  La cocina cuenta con muebles altos y bajos, anafe vitrificado de primera marca, horno eléctrico y barra desayunadora.  Salida a amplio balcón. En la parte superior encontramos el dormitorio con su baño completo con HIDROMASAJE y salida a un amplio balcón también. Cuenta con un equipo frio calor de aire acondicionado split instalado y preparado para la colocación de un segundo equipo. El agua caliente del edificio es central por caldera. El edificio cuenta con Jacuzzi, SUM, y parrilla en la terraza y laundry en PB. TERMINACIONES DE PRIMERA CALIDAD, pisos de porcelanatto, aberturas con doble vidrio.  COCHERA FIJA Y CUBIERTA OPCIONAL: U$s 32.000.- ""En cumplimiento de la ley 2340 CUCICBA, Ley 10.973 de la prov.Bs.As, Ley nacional 25.028, Ley 22.802 de lealtad comercial, Ley 24.240 de defensa del consumidor, las normas del codigo civil y comercial de la nación y constitucionales, los agentes NO ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte de los martilleros y corredores colegiados, cuyos datos se exhiben debajo del nombre de la inmobiliaria"" ",2,0,0,1,1,1,POINT (-58.432277 -34.57745999999999),766.6078103077942,356.5392094846533,316.6511804591325,251.71621265631907,estrenar
8904,58324,90.0,90.0,2977.777777777778,4.0,,"Corredor Responsable: Maria Cristina Barrionuevo - CUCICBA 6281Contacto: Carolina Vacis - MLS ID # 420011063-94 Martillera responsable María Cristina Barrionuevo CUCICBA 6281/ CSI 6047  Palermo Excelente Ubicaciòn Todos los medios de Transporte A 1 Cuadra de Av. Santa Fe y a 1 cuadra de Av. Scalabrini Ortiz y a 3 cuadras de Av. Las Heras. Muy Buena Oferta de Colegios, Clínicas, Espacios Verdes y Entretenimientos en la Zona  Edificio de 60 años de Antigüedad, de Excelente Constucciòn con Pileta, Solárium  y Amplia Baulera  Contra frente, Silencioso y Luminoso  Living Comedor con Gran Ventanal al Contrafrente 3 Dormitorios, uno de ellos en Suite Baño Completo para los otros Dormitorios Cocina Totalmente Equipada Lavadero Separado y Espacioso Dependencia con su baño  Muy Buena Distribuciòn Totalmente Reciclado Calefacciòn por Losa Central Agua Caliente por Caldera Central Seguridad Nocturna Expensas $ 5.000.-  Disponibilidad de Cocheras en Alquiler en el mismo Edificio a bajos costos  Sup cub 87 m2 Sup Total 90 m2    ""En cumplimiento de la ley 2340 CUCICBA, Ley 10.973 de la prov.Bs.As, Ley nacional 25.028, Ley 22.802 de lealtad comercial, Ley 24.240 de defensa del consumidor, las normas del codigo civil y comercial de la nación y constitucionales, los agentes NO ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte de los martilleros y corredores colegiados, cuyos datos se exhiben debajo del nombre de la inmobiliaria""  ",4,1,1,0,0,1,POINT (-58.414712 -34.584871),336.41351604092137,118.38266438459374,1293.0499414850144,832.0910191997394,estrenar
8908,58347,110.0,110.0,3181.818181818182,2.0,,"Corredor Responsable: GRACIELA Y. MENAZZI - CUCICBA 6344Contacto: Anabella Moncagatti - MLS ID # 420141104-1¡Gran oportunidad! Espectacular semi piso a 50 metros del Jardín botánico.Superficie total 110 m2. Ubicado al frente, cuenta con vereda de sol (orientación oeste) con balcón de 10 m2. Amplísimo living comedor con aire acondicionado, salida al balcón, 3 dormitorios (todos los ambientes con pisos de parquet),lavadero con habitación de servicio y baño. Cuenta con 3 baños (1 de servicio). Cómoda cocina MUY LUMINOSA con pisos de parquet, con entrada al departamento (entrada de servicio). Ubicación privilegiada con medios de transporte varios. Además cuenta con baulera y cochera. Calefacción por losa radiante mediante caldera. Cámaras de seguridad en la entrada del edificio. Expensas $6000",4,0,1,0,1,1,POINT (-58.4252602 -34.5887745),460.3939876227328,897.9395151940117,1145.376331017717,881.7404297672467,usado
8910,58356,36.0,36.0,3180.555555555556,4.0,,"Corredor Responsable: Jorge Salafia - CUCICBA 5666Contacto: Viviana Tendler - MLS ID # 420211116-70VENTA 1 AMBIENTE APAISADO DIVISIBLE A ESTRENAR.  NO APTO CREDITO .AL FRENTE CON BALCON (BARANDAS DE ACERO INOXIDABLE)  COCINA INTEGRADA. HORNO LONGVIE ELECTRICO, ANAFE 4 HORNALLAS A GAS, PILETA DE ACERO INOXIDABLE , GRIFERIA MONOCOMANDO , MESADA DE GRANITO,  BAÑO COMPLETO, VENECITAS Y PORCELANATO, ARTEFACTOS LOSA BLANCA LINEA ROCA'-CAPEA  PISO DE PORCELANATO, CIELORRASO DE LOSA DE HORMIGON A LA VISTA PINTADA. PILETA CON  SOLARIUM EN ULTIMO PISO. SUM CON PARRILLA.ESPACIO PARA LAVARROPAS.  MARTILLERO RESPONSABLE JORGE SALAFIA CUCICBA 5666.",1,1,0,1,1,0,POINT (-58.44142900000001 -34.5851),1075.634767034769,925.6302416944195,991.6328955134076,613.2491263228371,estrenar
8915,58372,33.0,30.0,2575.757575757576,,,"Monoambiente  en 3er. Piso a la calle de 33 mts2 c/balcón a la calle, cocina separada y baño. Hecho todo a nuevo! Exp. $ 1700.- Calefón y estufa a tiro balanceado. Super luminoso! Muy buen estado!",1,0,0,0,1,0,POINT (-58.4180681 -34.5901434),331.86252740972304,586.2568740838867,1506.1267642138705,1117.8632572144766,estrenar
